Seq	Domain	Phylum	Class	Order	Family	Genus
Seq_0003179	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
Seq_0002921	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila
Seq_0005554	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0001948	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0005778	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0004284	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
Seq_0006110	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unclassified
Seq_0004406	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified
Seq_0005507	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified
Seq_0008587	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Peptoniphilus
Seq_0000871	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0005465	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0002522	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0006182	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Seq_0003340	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unclassified
Seq_0002698	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified
Seq_0003975	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0007270	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0003977	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0004838	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified
Seq_0000778	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Seq_0002167	Bacteria	Proteobacteria	Deltaproteobacteria	unclassified	unclassified	unclassified
Seq_0002301	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Seq_0004126	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0000834	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Seq_0001473	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Seq_0000896	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0000605	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0005343	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	unclassified
Seq_0002078	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0000424	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0002447	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified
Seq_0001570	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0000174	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0002194	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0005325	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0000173	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Seq_0009099	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0002302	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	unclassified
Seq_0000412	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0005382	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
Seq_0000126	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Seq_0001642	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified
Seq_0002373	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0002721	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0002752	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0005242	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Seq_0005629	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified
Seq_0005978	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	unclassified	unclassified
Seq_0006100	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Seq_0009899	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified
Seq_0005918	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus
Seq_0008462	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq_0002715	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Seq_0006262	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0000963	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0006052	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Anoxybacillus
Seq_0000623	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0000635	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0004448	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Seq_0002745	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0002000	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus
Seq_0001687	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0001818	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0002170	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0002148	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Peptococcus
Seq_0003678	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
Seq_0006109	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq_0006033	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Peptococcus
Seq_0000115	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq_0004713	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0005057	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified
Seq_0000703	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq_0003260	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0006554	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0003213	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0008292	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0002289	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
Seq_0002748	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0001115	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0008216	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0002174	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Seq_0007457	Bacteria	Firmicutes	Bacilli	unclassified	unclassified	unclassified
Seq_0002853	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0007838	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0006332	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	unclassified
Seq_0006933	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0005059	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella
Seq_0000985	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0005690	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Seq_0006624	Bacteria	Proteobacteria	Deltaproteobacteria	unclassified	unclassified	unclassified
Seq_0005442	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified
Seq_0004463	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia
Seq_0000499	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
Seq_0000596	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq_0001429	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0000381	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Seq_0002042	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0000239	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0001420	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas
Seq_0002398	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq_0002285	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0001656	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0000587	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	unclassified
Seq_0001666	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0000306	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0001766	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified
Seq_0000354	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter
Seq_0001644	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Seq_0000564	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0007338	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified
Seq_0004425	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0004536	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0003569	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq_0002385	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
Seq_0001803	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Seq_0000987	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0007573	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0001643	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0008271	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Seq_0003562	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unclassified
Seq_0003878	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified
Seq_0005608	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0001124	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Seq_0000993	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0009022	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
Seq_0000897	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0004594	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified
Seq_0000254	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified
Seq_0005361	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0005347	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0003692	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0007477	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Seq_0001122	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0007659	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
Seq_0005726	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
Seq_0003469	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0001295	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas
Seq_0000933	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0003844	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified
Seq_0000562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus
Seq_0003459	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0001109	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0001303	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Seq_0001144	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
Seq_0000363	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
Seq_0004083	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus
Seq_0001260	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0000433	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0000203	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0000168	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0000484	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Seq_0008142	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0009813	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq_0001792	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0010196	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified
Seq_0006392	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Seq_0007574	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
Seq_0008312	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0004874	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified
Seq_0001371	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
Seq_0000056	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0005871	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0000001	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Seq_0006174	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified
Seq_0008708	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unclassified
Seq_0001439	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	unclassified
Seq_0001091	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
Seq_0004222	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Negativicoccus
Seq_0000772	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified
Seq_0008001	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XI	Gemella
Seq_0000660	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Seq_0003103	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
Seq_0002390	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Seq_0000070	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas
Seq_0002180	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified
Seq_0000756	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum
Seq_0000267	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
Seq_0003797	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Seq_0003376	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0008313	Bacteria	Verrucomicrobia	Spartobacteria	unclassified	unclassified	unclassified
Seq_0006340	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0000606	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0003850	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0000968	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Seq_0001017	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	unclassified
Seq_0001043	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified
Seq_0002415	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
Seq_0002421	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0005175	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella
Seq_0007387	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Seq_0007017	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Seq_0000992	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq_0001910	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
Seq_0001628	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0007015	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Seq_0000926	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Seq_0005189	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0009660	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0005779	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0004725	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0006027	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0005538	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified
Seq_0006103	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified
Seq_0000114	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
Seq_0008122	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0002403	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
Seq_0001155	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0002416	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0002200	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Seq_0002311	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Seq_0005618	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella
Seq_0002679	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XI	Gemella
Seq_0005941	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0006583	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Peptococcus
Seq_0005900	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter
Seq_0001189	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas
Seq_0002687	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0003838	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	unclassified	unclassified
Seq_0001861	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Seq_0001949	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0001195	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
Seq_0000474	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified
Seq_0002113	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
Seq_0001253	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Seq_0006602	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
Seq_0004314	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
Seq_0005585	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
Seq_0003866	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0000071	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0004245	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus
Seq_0008706	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
Seq_0005297	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
Seq_0000336	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0007581	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0005427	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified
Seq_0000683	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Seq_0007284	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
Seq_0000418	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0002524	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter
Seq_0001116	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0002676	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
Seq_0000476	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Seq_0002293	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Seq_0000802	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0001614	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0000370	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Seq_0003171	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Seq_0001755	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
Seq_0001265	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0003689	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Seq_0005299	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella
Seq_0003197	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Seq_0001591	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	unclassified
Seq_0001870	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Seq_0001700	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0001571	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
